ID,Facility Number,Facility Name,Latitude,Longitude,Common Name,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Date Opened,Official Phone Number,MTUHA,CTC_ID,msd_id,PostalAddress,OfficialEmail,Website
10770,106847-7,NYERERE,-1.841237,34.663731,Mugumu DDH,Mara Region,Serengeti District,Serengeti DC,Mugumu,Stendi Mpya,Hospital at District Level,Operating,Faith Based Organization (FBO) Private Kanisa la Mennonite Tanzania- Mara Diocese,1/1/70,732985744,,20-02-0100,,"P.O.Box 38,Mugumu",nyerereddh@yahoo.com,
10773,106849-3,NYIBOKO,-1.545566,34.503623,Nyiboko Dispensary,Mara Region,Serengeti District,Serengeti DC,Kisaka,Nyiboko,Dispensary,Operating,LGA Public,6/6/13,,,,,"P.O.Box 176,Mugumu",,
10774,106850-1,NYICHOKA,-1.910871,34.588818,Nyichoka Dispensary,Mara Region,Serengeti District,Serengeti DC,Kyambahi,Nyichoka,Dispensary,Operating,LGA Public,1/9/88,,,20-02-0111,,"P.O.Box 176,Mugumu",,
11101,106979-8,PARK- NYIGOTI,-1.95081,34.66076,Park Nyigoti Dispensary,Mara Region,Serengeti District,Serengeti DC,Ikoma,Park Nyigoti,Dispensary,Operating,LGA Public,1/1/70,,,,,"P.O.Box 176,Mugumu",,
11474,105638-1,RCH A MOROTONGA,-1.845377,34.681607,Mugumu RCH A,Mara Region,Serengeti District,Serengeti DC,Stendi Kuu,Bomani,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0110,,"P.O.Box 176,Mugumu",,
11499,107082-0,REMUNG'ORORI,-1.752453,34.273076,Remung'orori Dispensary,Mara Region,Serengeti District,Serengeti DC,Magange,Remung'orori,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0134,,"P.O.Box 176,Mugumu",,
11525,107086-1,RIGICHA,-1.926967,34.346506,Rigicha Dispensary,Mara Region,Serengeti District,Serengeti DC,Rigicha,Rigicha,Dispensary,Operating,LGA Public,1/1/70,,,20-02-0137,,"P.O.Box 176,Mugumu",,
11541,107092-9,ROBANDA,-2.149691,34.699118,Robanda H/C,Mara Region,Serengeti District,Serengeti DC,Ikoma,Robanda,Health Center,Operating,LGA Public,1/1/70,,,20-02-0104,,"P.O.Box 176,Mugumu",,
11737,107159-6,RUNG'ABURE,-1.7508,34.620329,Rung'abure Dispensary,Mara Region,Serengeti District,Serengeti DC,Rung'abure,Nyamerama,Dispensary,Operating,LGA Public,6/5/64,,,20-02-0130,,"P.O.Box 176,Mugumu",,
11846,107192-7,RWAMCHANGA,-1.88446,34.731655,Rwamchanga Dispensary,Mara Region,Serengeti District,Serengeti DC,Manchira,Rwamchanga,Dispensary,Operating,LGA Public,10/7/84,,,,,"P.O.Box 176,Mugumu",,
220,121208-3,SERENGETI,,,KIBEYO,Mara Region,Serengeti District,Serengeti DC,Kisangura,Kibeyo,District Hospital,Operating,LGA Public,6/1/20,255732985408,,,,P.O.BOX 176,serengetidmo@gmail.com,
11259,114720-6,SERENGETI,-1.81717,34.69857,Serengeti District Hospital,Mara Region,Serengeti District,Serengeti DC,Kisangura,Kibeyo,District Hospital,Operating,LGA Public,1/1/70,,,,,P.O.Box 176 Mugumu,,
11257,112542-6,SERENGETI,,,,Mara Region,Serengeti District,Serengeti DC,Mugumu,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
3790,101396-0,SERENGETI HUDUMA,-1.841777,34.67278,SERENGETI HUDUMA HEALTH CENTRE,Mara Region,Serengeti District,Serengeti DC,Mugumu,NHC,Health Center,Operating,For Profit Private BONAVENTURA N MALLYA,5/6/12,784446187,,,,"P.O.Box 30,Mugumu",shuduma5@gmail.com,
11270,107379-0,SERONERA NATIONAL PARK,-2.436236,34.820486,Seronera Tanapa,Mara Region,Serengeti District,Serengeti DC,Ikoma,Robanda,Dispensary,Operating,Parastatal Public,1/8/95,,,,,P.O.Box 176 Mugumu,,
12294,108950-7,TAMKERI,-1.764032,34.77976,Tamkeri Disp,Mara Region,Serengeti District,Serengeti DC,Mbalibali,Tamkeri,Dispensary,Operating,LGA Public,1/1/70,,,,,P.BOX 176 Mugumu,,
1117,114358-5,UMOJA,,,,Mara Region,Serengeti District,Serengeti DC,Mugumu,Sedeco,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,763647150,,,,,,
1394,108295-7,WAGETE,-1.915318,34.383919,Wagete Dispensary,Mara Region,Serengeti District,Serengeti DC,Rigicha,Wagete,Dispensary,Operating,LGA Public,1/1/70,,,,,"P.O.Box 176,Mugumu",,
1718,100093-4,ALPHA,-1.25212,34.4751,ALPHA PRINMAT,Mara Region,Tarime District,Tarime DC,Sirari,Kanisani,Maternity Home,Operating,For Profit Private,,756247454,,,,BOX 13 TARIME,,
6074,104378-5,BIKIRA MARIA MAMA WA TUMAINI,-1.44744,34.6987,MASANGA,Mara Region,Tarime District,Tarime DC,Gorong'a,Masanga,Health Center,Operating,Faith Based Organization (FBO) Private ROMAN CATHOLIC DIOCESE OF MUSOMA,2/4/11,787230837,,,,431 TARIME,,
2529,113797-5,BOREGA A,-1.32048,34.58718,BOREGA A,Mara Region,Tarime District,Tarime DC,Genyange,Borega 'A',Dispensary,Operating,LGA Public,1/7/19,,,,,P.O. BOX 16 TARIME,,
3030,100559-4,BUMERA,-1.29125,34.2965,BUMERA,Mara Region,Tarime District,Tarime DC,Bumera,Kitenga,Dispensary,Operating,LGA Public,1/1/70,7682466099,,,mz520235,16 TARIME,,
3078,100575-0,BUNGURERE,-1.40164,34.6617,BUNGURERE,Mara Region,Tarime District,Tarime DC,Muriba,Bungurere,Dispensary,Operating,LGA Public,3/2/59,677003005,,,MZ520240,BOX 16 TARIME,,
1892,113792-6,CHACHA WANDERA,-1.25548,34.47394,Chacha Wandera,Mara Region,Tarime District,Tarime DC,Sirari,Sokoni,Dispensary,Operating,For Profit Private,1/1/70,,,,,P.O. BOX 16 TARIME,,
3403,101199-8,GENKURU,-1.43573,34.611,GENKURU,Mara Region,Tarime District,Tarime DC,Nyarokoba,Genkuru,Health Center,Operating,LGA Public,1/1/70,757717849,,,MZ520314,,,
3434,101210-3,GIBASO,-1.52891,34.6503,GIBASO,Mara Region,Tarime District,Tarime DC,Nyarokoba,Gibaso,Dispensary,Operating,LGA Public,1/1/70,753918524,,,MZ520317,BOX 16 TARIME,,
3545,114355-1,GREEN,,,,Mara Region,Tarime District,Tarime DC,Matongo,Nyangoto,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,769436376,,,,,,
3802,112644-0,HUDUMA MATERNITY,,,Huduma maternity,Mara Region,Tarime District,Tarime DC,Nyarokoba,Gibaso,Maternity Home,Operating,For Profit Private,,762344267,,,,"Box 16,Tarime",thomasmwita1@yahoo.com,
16282,121084-8,IMMACULATE HEART SISTERS KITENGA,-1.27723,34.25027,Kitenga,Mara Region,Tarime District,Tarime DC,Bumera,Kitenga,Dispensary,Operating,Faith Based Organization (FBO) Private IMMACULATE HEART SISTERS OF AFRICA,9/18/15,784376901,,,,102,ihsakitengadisp@gmail.com,
5443,113798-3,ITIRYO,-1.38935,34.68099,Itiryo,Mara Region,Tarime District,Tarime DC,Itiryo,Itiryo,Dispensary,Operating,LGA Public,9/1/20,,,,,P.O. BOX 16 TARIME,,
5104,114817-0,KEBWEYE,-1.35731,34.5606,Kebweye,Mara Region,Tarime District,Tarime DC,Nyakonga,Kebweye,Dispensary,Operating,LGA Public,1/1/70,,,,,"P.0.BOX 16, TARIME",,
5107,102529-5,KEISANGORA,-1.39652,34.5968,KEISANGURA,Mara Region,Tarime District,Tarime DC,Nyamwaga,Keisangura,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,16 TARIME,,
5119,113791-8,KEMAMBO GROUP,-1.46351,34.5276,KEMAMBO GROUP,Mara Region,Tarime District,Tarime DC,Matongo,Nyangoto,Dispensary,Operating,For Profit Private,1/7/17,,,,,P.O. BOX 16 TARIME,,
5156,114816-2,KEWANJA,-1.3825,34.5335,KEWANJA,Mara Region,Tarime District,Tarime DC,Matongo,Matongo,Dispensary,Operating,LGA Public,1/1/70,,,,,"P.0.BOX 16, TARIME",,
6360,113801-5,KIMUSI,-1.35787,34.61746,Kimusi,Mara Region,Tarime District,Tarime DC,Nyamwaga,Kimusi,Dispensary,Operating,LGA Public,1/1/70,,,,MZ521372,P.O. BOX 16 TARIME,,
6771,102985-9,KIONGERA,-1.22789,34.3689,KIONGERA,Mara Region,Tarime District,Tarime DC,Susuni,Kiongera,Dispensary,Operating,LGA Public,1/7/63,,,,,16 TARIME,,
7550,103143-4,KITAGUTITI,-1.29669,34.5403,Getenga,Mara Region,Tarime District,Tarime DC,Mbogi,Getenga,Dispensary,Operating,LGA Public,,782717324,,,30281,16 TARIME,,
7668,113943-5,KITAWASI,-1.46632,34.52216,Kitawasi,Mara Region,Tarime District,Tarime DC,Gorong'a,Kitawasi,Dispensary,Operating,LGA Public,4/12/19,,,,,P.O. BOX 16 TARIME,,
8225,113940-1,KOBORI,-1.39419,34.57756,Kobori,Mara Region,Tarime District,Tarime DC,Muriba,Kobori,Dispensary,Operating,LGA Public,5/12/19,,,,,"16, Tarime",,
8477,110796-0,KUBITERERE,-1.225701,34.413225,KUBITERERE,Mara Region,Tarime District,Tarime DC,Mwema,Kubiterere,Dispensary,Operating,LGA Public,1/1/70,,,,35665,BOX 16 TARIME,,
7886,113934-4,MAGOMA,-1.34872,34.47287,Magoma,Mara Region,Tarime District,Tarime DC,Binagi,Magoma,Health Center,Operating,LGA Public,,,,,,16,,
7921,103987-4,MAGOTO,-1.35732,34.5606,MAGOTO,Mara Region,Tarime District,Tarime DC,Nyakonga,Magoto,Health Center,Operating,LGA Public,10/10/09,,,,mz510074,BOX 16 TARIME,,
6605,110973-5,MATONGO,-1.465006,34.47989,MATONGO,Mara Region,Tarime District,Tarime DC,Matongo,Matongo,Dispensary,Operating,LGA Public,1/1/70,,,,,16 TARIME,,
7918,105530-0,MTANA,-1.38468,34.2853,MTANA,Mara Region,Tarime District,Tarime DC,Manga,Mtana,Dispensary,Operating,LGA Public,,,,,52067,16 TARIME,,
8772,105702-5,MURIBA,-1.39666,34.6431,MURIBA,Mara Region,Tarime District,Tarime DC,Muriba,Muriba,Health Center,Operating,LGA Public,3/2/85,,,,MZ 510085,BOX 16 TARIME,,
8796,113790-0,MURITO,-1.52848,34.58349,MURITO,Mara Region,Tarime District,Tarime DC,Kemambo,Mrito,Dispensary,Operating,LGA Public,1/1/70,,,,MZ521338,P.O. BOX 16 TARIME,,
10076,112592-1,NEEMA,,,Neema,Mara Region,Tarime District,Tarime DC,Matongo,Matongo,Maternity Home,Operating,For Profit Private,10/10/15,763503097,,,,Box 16 Tarime Mara,gracerubagola@gmail.com,
10080,111389-3,NEEMA PRINMAT,-1.465981,34.51873,NEEMA PRINMAT,Mara Region,Tarime District,Tarime DC,Matongo,Nyangoto,Dispensary,Operating,For Profit Private,1/5/16,763503097,,,,16 TARIME,,
10350,110970-1,NKEREGE,-1.439891,34.347069,NKEREGE,Mara Region,Tarime District,Tarime DC,Kiore,Nkerege,Dispensary,Operating,LGA Public,7/5/15,,,,MZ521339,16 TARIME,,
10442,106593-7,NTAGACHA,-1.35335,34.5998,,Mara Region,Tarime District,Tarime DC,Genyange,Genyange,Dispensary,Operating,For Profit Private Ntagacha Chacha Paul,7/1/70,,,,,,,
10494,110797-8,NYABISAGA,-1.27543,34.515091,NYABISAGA,Mara Region,Tarime District,Tarime DC,Pemba,Nyabisanga,Dispensary,Operating,LGA Public,5/2/13,,,,520116,16 TARIME,,
10602,113944-3,NYAMERAMBARO,-1.46351,34.5276,Nyamerambaro,Mara Region,Tarime District,Tarime DC,Komaswa,Nyamerambaro,Dispensary,Operating,LGA Public,1/1/70,,,,,P.O. BOX 16 TARIME,,
10635,106743-8,NYAMONGO,-1.48633,34.5524,NYAMONGO,Mara Region,Tarime District,Tarime DC,Kemambo,Kewanja,Health Center,Operating,LGA Public,3/8/20,,,,,16 TARIME,,
156,120358-7,NYAMONGO,,,Nyamongo,Mara Region,Tarime District,Tarime DC,Kemambo,Kerende,Health Center,Operating,LGA Public,5/11/20,,,,,P.O. BOX 16,neemaalphonce49@gmail.com,
185,120362-9,NYAMONGO,,,Nyamongo,Mara Region,Tarime District,Tarime DC,Kemambo,Kerende,Health Center,Operating,LGA Public,6/8/20,,,,,P.O BOX 16,dmo@tarimedc.go.tz,
10646,113933-6,NYAMWIGURA,-1.37113,34.46389,Nyamwigura,Mara Region,Tarime District,Tarime DC,Binagi,Magoma,Dispensary,Operating,LGA Public,1/1/70,,,,,16,,
10674,106774-3,NYANGOTO,-1.47,34.5235,NyaNGOTO,Mara Region,Tarime District,Tarime DC,Matongo,Nyangoto,Health Center,Operating,LGA Public,2/4/06,,,,MZ520871,BOX 16 TARIME,,
10675,114848-5,NYANGOTO CADA,-1.46631,34.52206,CADA,Mara Region,Tarime District,Tarime DC,Matongo,Nyangoto,Dispensary,Operating,Faith Based Organization (FBO) Private,1/7/16,755817393,,,,"P.0.BOX 256, MUSOMA",,
10697,106791-7,NYANTIRA,-1.355901,34.640767,,Mara Region,Tarime District,Tarime DC,Nyansincha,Nyantira,Dispensary,Operating,LGA Public,,783006484,,,30284,BOX 16 TARIME,,
10698,113800-7,NYANUNGU,-1.40375,34.71104,NYANUNGU,Mara Region,Tarime District,Tarime DC,Nyanungu,Nyamombara,Dispensary,Operating,LGA Public,7/12/18,,,,,P.O. BOX 16 TARIME,,
10708,106800-6,NYARERO,-1.39041,34.5401,NYARERO,Mara Region,Tarime District,Tarime DC,Nyarero,Soroneta,Health Center,Operating,Faith Based Organization (FBO) Private,,,,,,16 TARIME,,
10726,106813-9,NYARWANA,-1.42075,34.4409,NYARWANA,Mara Region,Tarime District,Tarime DC,Kibasuka,Nyarwana,Health Center,Operating,LGA Public,,684374474,,,,BOX16 TARIME,,
10734,106819-6,NYASARICHO,-1.31751,34.4658,NYASARICO DISPENSARY,Mara Region,Tarime District,Tarime DC,Binagi,Nyasaricho,Dispensary,Operating,LGA Public,2/10/13,,,,MZ520129,BOX 16 TARIME,,
746,120307-4,NYERERE,-1.42766,34.18909,Nyerere Dispensary,Mara Region,Tarime District,Tarime DC,Komaswa,Surubu,Dispensary,Operating,For Profit Private NYERERE MEDICAL COMPANY LIMITED,3/17/21,625351925,,,,305,masyaga.nyerere@gmail.com,
10771,112574-9,NYERERE,,,,Mara Region,Tarime District,Tarime DC,Komaswa,,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
11201,106991-3,PEROZI PRINMAT,-1.26452,34.4781,PEROSE,Mara Region,Tarime District,Tarime DC,Nyamaranga,Gwitiryo,Maternity Home,Operating,For Profit Private,4/7/08,763451628,,,,125 TARIME,,
11587,107104-2,ROZANA,-1.37613,34.4802,ROZANA,Mara Region,Tarime District,Tarime DC,Nyarero,Rosana,Dispensary,Operating,Faith Based Organization (FBO) Private,,788975613,,,,25 TARIME,,
11667,107497-0,SIRARI,-1.25216,34.47512,SIRARI,Mara Region,Tarime District,Tarime DC,Sirari,Buriba,Health Center,Operating,LGA Public,1/8/04,784570641,,20-01-0206,MZ510126,BOX 16 TARIME,,
12246,107684-3,SURUBU,-1.4473,34.2276,SURUBU,Mara Region,Tarime District,Tarime DC,Komaswa,Surubu,Dispensary,Operating,LGA Public,1/7/63,,,,MZ520999,16 TARIME,,
12353,106751-1,TARIME DISTRICT COUNCIL,-1.39433,34.5774,NYAMWAGA,Mara Region,Tarime District,Tarime DC,Nyamwaga,Nyamwaga,District Hospital,Operating,LGA Public Tarime DC,1/1/70,,,20-01-0111,MZ520860,16 TARIME,,
1200,108147-0,URAFIKI PRINMAT,-1.37989,34.5102,URAFIKI,Mara Region,Tarime District,Tarime DC,Nyarero,Kemakorere,Maternity Home,Operating,For Profit Private,,787924710,,,,292 TARIME,,
1595,101286-3,WILL'S MEMORIAL,-1.255731,34.464031,,Mara Region,Tarime District,Tarime DC,Sirari,Buriba,Health Center,Operating,For Profit Private,7/8/13,787693148,,,,380 TARIME,,
410,120300-9,AMAN,-1.338128,34.377443,AMAN HEALTH SERVICES,Mara Region,Tarime District,Tarime TC,Nyamisangura,Mwangaza,PolyClinic,Operating,For Profit Private DR.ABDALLAH MOHAMED NJATE,3/18/21,O718421925,,,,P.O BOX 178,amanhealth178@gmail.com,
2351,112541-8,BENNY,-1.34158,34.3791,Beni maabara,Mara Region,Tarime District,Tarime TC,Sabasaba,Sabasaba,Level III Single purpose Health Laboratory,Operating,For Profit Private,,755808361,,,,p.o.box 153,,
2406,100365-6,BIKIRA MARIA WA MIUJIZA,-1.356191,34.344441,Kojifa,Mara Region,Tarime District,Tarime TC,Nyandoto,Kemange,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,755344565,,,,"63,Tarime TC",,
2693,114632-3,DF,,,DF,Mara Region,Tarime District,Tarime TC,Bomani,Mawasiliano,Health Center,Operating,For Profit Private,1/1/70,784409589,,,,126 TARIME,dvdbonfc@gmail.com,
3341,101177-4,GAMASARA,-1.3487,34.34,Zahanati,Mara Region,Tarime District,Tarime TC,Nyandoto,,Dispensary,Operating,LGA Public,,,,,,45,,
4093,112825-5,K.K.K.T,-1.34467,34.3836,KKKT,Mara Region,Tarime District,Tarime TC,Sabasaba,Sabasaba,Dispensary,Operating,Faith Based Organization (FBO) Private,1/1/70,752803834,,,,Box 33,,
5120,112919-6,KEMANGE OPTOMETRIC,-1.3403,34.37618,Chacha macho,Mara Region,Tarime District,Tarime TC,Nyamisangura,Mwangaza,Optometry Clinic,Operating,For Profit Private,,758489888,,,,228 Tarime,kamange.opticalshop@gmail.com,
5137,109914-2,KENYAMANYORI,-1.38419,34.40572,Clinic,Mara Region,Tarime District,Tarime TC,Kentare,Ntaburo,Dispensary,Operating,LGA Public,1/1/70,,,,MZ520049,45 Tarime,,
5344,102625-1,KIBUMAYE,-1.37495,34.41807,Kibumaye Mission,Mara Region,Tarime District,Tarime TC,Kentare,,Dispensary,Operating,Faith Based Organization (FBO) Private,,758929878,,,,Tarime,,
7003,112547-5,KIRINA,-1.34432,34.3825,Kirina Maabara,Mara Region,Tarime District,Tarime TC,Sabasaba,Sabasaba,Level III Single purpose Health Laboratory,Operating,For Profit Private,,767431085,,,,,,
9100,112927-9,LAKE OPTOMETRIC CARE,,,,Mara Region,Tarime District,Tarime TC,Turwa,Nkende,Optometry Clinic,Operating,For Profit Private,,0755766719&0782282122,,,,1230 Musoma,sagwagendo@yahoo.com,
7380,114363-5,MAFARASINI,,,,Mara Region,Tarime District,Tarime TC,Bomani,Buhemba,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,,,,,,,
7621,109917-5,MAGENA,-1.30953,34.40711,Magena,Mara Region,Tarime District,Tarime TC,Turwa,Magena,Health Center,Operating,LGA Public,1/5/14,763302713,,,,45,,
8645,112549-1,MAKOA,-1.3541,34.3604,Makoa maaabara,Mara Region,Tarime District,Tarime TC,Nyandoto,Kemange,Level III Single purpose Health Laboratory,Operating,For Profit Private,,,,,,45,,
8757,107773-4,MAKONZO,-1.34204,34.3838,Makonzo disp,Mara Region,Tarime District,Tarime TC,Sabasaba,Sabasaba,Dispensary,Operating,For Profit Private,1/1/70,759367599,,,,187,makonzodispensary@gmail.com,
9315,112567-3,MJ,-1.34307,34.3772,JM maabara,Mara Region,Tarime District,Tarime TC,Bomani,Anglican,Level III Single purpose Health Laboratory,Operating,For Profit Private,1/1/70,784515650,,,,45,,
14687,121393-3,MUGINI,,,MUGINI POLYCLINIC.,Mara Region,Tarime District,Tarime TC,Sabasaba,Serengeti,PolyClinic,Operating,Company/Business Name Private MUGINI & SON'S LIMITED,6/27/22,784557663,,,,480,muginipolyclinic@gmail.com,
9643,112540-0,MWASI,-1.34229,34.37634,Masi maabara,Mara Region,Tarime District,Tarime TC,Bomani,National Housing,Level III Single purpose Health Laboratory,Operating,For Profit Private,,784461579,,,,Box 153,,
10007,112550-9,NDEGE,-1.3403,34.37741,Ndege Maabara,Mara Region,Tarime District,Tarime TC,Nyamisangura,Mwangaza,Level III Single purpose Health Laboratory,Operating,For Profit Private,,754829040,,,,P.o box 153,,
10239,114361-9,NGOWI,,,,Mara Region,Tarime District,Tarime TC,Sabasaba,Sabasaba,Level IA2 (Dispensary Laboratory),Operating,For Profit Private,,765637435,,,,,,
10377,112103-7,NKONGORE,-1.34541,34.43665,Zahanati,Mara Region,Tarime District,Tarime TC,Kentare,Nkongore,Dispensary,Operating,LGA Public,1/1/70,,,,MZ521346,45,,
10597,112573-1,NYAMBUNA,-1.34348,34.3793,Nyambuna maabara,Mara Region,Tarime District,Tarime TC,Bomani,Mawasiliano,Level III Single purpose Health Laboratory,Operating,For Profit Private,,,,,,402,,
11343,109662-7,PRISON,Not Set,Not Set,Magereza,Mara Region,Tarime District,Tarime TC,Bomani,Buhemba,Dispensary,Operating,Prisons Public,,282690039,,,,91,,
11039,112558-2,REBU,,,REBU MAABARA,Mara Region,Tarime District,Tarime TC,Sabasaba,Nyarusai,Level III Single purpose Health Laboratory,Operating,For Profit Private,,,,,,,,
11552,107100-0,RONSOTI,-1.34202,34.3718,Ronsoti dispensary,Mara Region,Tarime District,Tarime TC,Nyamisangura,Ronsoti,Dispensary,Operating,For Profit Private,,687510884,,,,206,,
11926,107221-4,SACHITA,-1.34194,34.37213,Sachita,Mara Region,Tarime District,Tarime TC,Turwa,,Health Center,Operating,NGOs Private,1/1/70,225767471566,,,,76,sachita97@yahoo.co.uk,
11949,112570-7,SAFINA,-1.34375,34.3795,Safina maabara,Mara Region,Tarime District,Tarime TC,Bomani,Mawasiliano,Level III Single purpose Health Laboratory,Operating,For Profit Private,1/1/70,785648864,,,,,,
11054,107340-2,SDA TARIME,-1.3435,34.3807,,Mara Region,Tarime District,Tarime TC,Sabasaba,Serengeti,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,,,
12352,109895-3,TARIME,-1.34656,34.36909,Bomani,Mara Region,Tarime District,Tarime TC,Bomani,Buhemba,District Hospital,Operating,LGA Public Tarime Town Council,7/1/52,282690460,,20-01-0200,MZ410031,45,gnjera@yahoo.com,
12355,107774-2,TARIME GOODWIL FOUNDATION,-1.34747,34.383,Dr. Winani,Mara Region,Tarime District,Tarime TC,Sabasaba,Chambiri,Hospital at District Level,Operating,NGOs Private Tarime Goodwill Foundation,5/6/02,755911723,,,,126,goodwillf@hotmail.com,
3240,113925-2,BUSOKELO,-9.25639999999999,33.83118,Busokelo District Hospital,Mbeya Region,Rungwe District,Busokelo DC,Lwangwa,Kitali,District Hospital,Operating,LGA Public,1/1/70,,,,,"P.O.BOX 2, TUKUYU",,
4492,101637-7,IKAMA,-9.26181,33.82516,Ikama,Mbeya Region,Rungwe District,Busokelo DC,Lwangwa,Ikamambande,Dispensary,Operating,LGA Public,,,,,,"P.O.Box 2, Tukuyu",,
5147,101884-5,ISANGE,-9.186366,33.822369,Isange,Mbeya Region,Rungwe District,Busokelo DC,Isange,Isange,Dispensary,Operating,LGA Public,,,,,,"P.O. Box 2, Tukuyu",,
5150,112231-6,ISANGE,-9.186,33.82926,Isange Health Centre,Mbeya Region,Rungwe District,Busokelo DC,Isange,Isange,Health Center,Operating,LGA Public,,,,,,,,
5394,101977-7,ITETE,-9.301621,33.847241,Itete,Mbeya Region,Rungwe District,Busokelo DC,Itete,Kabembe,Hospital at District Level,Operating,"Faith Based Organization (FBO) Private ELCT, Konde Diocese",1/7/59,255684282626,,,,"P.O.Box 170, Tukuyu",info@itete.or.tz,
4484,102283-9,KAMBASEGELA,-9.3952,33.8175,Kambasegela,Mbeya Region,Rungwe District,Busokelo DC,Kambasegela,Kambasegera,Dispensary,Operating,LGA Public,,0624-057502,,,,"Box 2, Tukuyu",lwangwabusokelo@gmail.com,
4624,102342-3,KANYELELE,-9.26226999999999,33.7671,Kanyelele,Mbeya Region,Rungwe District,Busokelo DC,Kabula,Kanyelele,Dispensary,Operating,LGA Public,,,,,,"P. O. Box 2, Tukuyu",,
4922,102458-7,KASYABONE,-9.39949,33.86813,Kasyabone,Mbeya Region,Rungwe District,Busokelo DC,Kisegese,Kasyabone,Dispensary,Operating,For Profit Private,,,,,,"P.O. Box 170, Tukuyu",,
5321,102616-0,KIBOLE,-9.34961,33.88008,Kibole,Mbeya Region,Rungwe District,Busokelo DC,Itete,Kibole,Dispensary,Operating,LGA Public,,,,,,"P.O.Box 2, Tukuyu",,
6111,109318-6,LUFILYO,-9.28894,33.9008,Kipapa,Mbeya Region,Rungwe District,Busokelo DC,Lufilyo,Kipapa,Dispensary,Operating,LGA Public,,,,,,"P. O. Box 2, Tukuyu",,
6426,109986-0,LUKASI,-9.25366,33.85977,Lukasi,Mbeya Region,Rungwe District,Busokelo DC,Lwangwa,Lukasi,Dispensary,Operating,LGA Public,1/1/70,,,,,"P.O. Box 2, Tukuyu",,
6691,103732-4,LUPATA,-9.30096099999999,33.837438,Lupata,Mbeya Region,Rungwe District,Busokelo DC,Lupata,Lupata,Dispensary,Operating,LGA Public,,,,,,"P.O.Box 2, Tukuyu",,
6786,103752-2,LUSANJE,-9.19225,33.78351,Lusanje,Mbeya Region,Rungwe District,Busokelo DC,Mpombo,Lusanje,Dispensary,Operating,LGA Public,,,,,,"P.O. Box 2, Tukuyu",,
6872,103765-4,LUTEBA,-9.12684,33.81125,Luteba,Mbeya Region,Rungwe District,Busokelo DC,Luteba,Luteba,Dispensary,Operating,LGA Public,1/1/70,,,,,"P.O.Box 2, Tukuyu",lwangwabusokelo@gmail.com,
5577,104273-8,MANOW,-9.258411,33.788768,Manow,Mbeya Region,Rungwe District,Busokelo DC,Kabula,Ndembo,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,"P. O. Box 170, Tukuyu",,
7065,109302-0,MBAMBO,-9.35624999999999,33.79319,Mbambo,Mbeya Region,Rungwe District,Busokelo DC,Kambasegela,Mbambo,Dispensary,Operating,LGA Public,6/7/15,,,,,"P.O.Box 2, Tukuyu",,
7316,109987-8,MBIGILI,-9.20853999999999,33.82471,Mbigili,Mbeya Region,Rungwe District,Busokelo DC,Lwangwa,Mbigili,Dispensary,Operating,Faith Based Organization (FBO) Private,,,,,,"P. O. Box 105, Tukuyu",,
